binli@binli-HP-Z420-Workstation:~/Desktop/BinCalGitDir/Fleet/Models/KidAlgo$ ./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --threads=4 --top=10000 --time=1h
-35.7778	"/G//B,/G,/B,/G//RB,GBGBGBGB//B,/G,/B,/G/RBB/,/RB,GBGBGB"
-36.4709	"/G//B,/G,/B,/G//RB,GBGBGBGB//B,/G,/B,/G/RBB/,/RB,GBGBGBGB"
-34.3915	"/G//B,/G,/B,/G//RB,GBGBGBGBGB//B,/G,/B,/G/RBB/,/RB,"
-35.0846	"/G//B,/G,/B,/G//RB,GBGBGBGBGB//B,/G,/B,/G/RBB/,/RB,GB"
-35.7778	"/G//B,/G,/B,/G//RB,GBGBGBGBGB//B,/G,/B,/G/RBB/,/RB,GBGB"
-35.0846	"/G//B,/G,/B,/G//RB,GBGBGBGBGBGB//B,/G,/B,/G/RBB/,/RB,"
-35.7778	"/G//B,/G,/B,/G//RB,GBGBGBGBGBGB//B,/G,/B,/G/RBB/,/RB,GB"
-36.4709	"/G//B,/G,/B,/G//RB,GBGBGBGBGBGB//B,/G,/B,/G/RBB/,/RB,GBGB"
-35.7778	"/G//B,/G,/B,/G//RB,GBGBGBGBGBGBGB//B,/G,/B,/G/RBB/,/RB,"
-32.7175	"/G//G,/G,/G,/G//RB,GB//G,/G,/G,/G/RBG/,/RB,"
-33.4107	"/G//G,/G,/G,/G//RB,GB//G,/G,/G,/G/RBG/,/RB,GB"
-34.1038	"/G//G,/G,/G,/G//RB,GB//G,/G,/G,/G/RBG/,/RB,GBGB"
-34.797	"/G//G,/G,/G,/G//RB,GB//G,/G,/G,/G/RBG/,/RB,GBGBGB"
-35.4901	"/G//G,/G,/G,/G//RB,GB//G,/G,/G,/G/RBG/,/RB,GBGBGBGB"
-36.1833	"/G//G,/G,/G,/G//RB,GB//G,/G,/G,/G/RBG/,/RB,GBGBGBGBGB"
-36.8764	"/G//G,/G,/G,/G//RB,GB//G,/G,/G,/G/RBG/,/RB,GBGBGBGBGBGB"
-33.4107	"/G//G,/G,/G,/G//RB,GBGB//G,/G,/G,/G/RBG/,/RB,"
-34.1038	"/G//G,/G,/G,/G//RB,GBGB//G,/G,/G,/G/RBG/,/RB,GB"
-34.797	"/G//G,/G,/G,/G//RB,GBGB//G,/G,/G,/G/RBG/,/RB,GBGB"
-35.4901	"/G//G,/G,/G,/G//RB,GBGB//G,/G,/G,/G/RBG/,/RB,GBGBGB"
-36.1833	"/G//G,/G,/G,/G//RB,GBGB//G,/G,/G,/G/RBG/,/RB,GBGBGBGB"
-36.8764	"/G//G,/G,/G,/G//RB,GBGB//G,/G,/G,/G/RBG/,/RB,GBGBGBGBGB"
-34.1038	"/G//G,/G,/G,/G//RB,GBGBGB//G,/G,/G,/G/RBG/,/RB,"
-34.797	"/G//G,/G,/G,/G//RB,GBGBGB//G,/G,/G,/G/RBG/,/RB,GB"
-35.4901	"/G//G,/G,/G,/G//RB,GBGBGB//G,/G,/G,/G/RBG/,/RB,GBGB"
-36.1833	"/G//G,/G,/G,/G//RB,GBGBGB//G,/G,/G,/G/RBG/,/RB,GBGBGB"
-36.8764	"/G//G,/G,/G,/G//RB,GBGBGB//G,/G,/G,/G/RBG/,/RB,GBGBGBGB"
-34.797	"/G//G,/G,/G,/G//RB,GBGBGBGB//G,/G,/G,/G/RBG/,/RB,"
-35.4901	"/G//G,/G,/G,/G//RB,GBGBGBGB//G,/G,/G,/G/RBG/,/RB,GB"
-36.1833	"/G//G,/G,/G,/G//RB,GBGBGBGB//G,/G,/G,/G/RBG/,/RB,GBGB"
-36.8764	"/G//G,/G,/G,/G//RB,GBGBGBGB//G,/G,/G,/G/RBG/,/RB,GBGBGB"
-37.5696	"/G//G,/G,/G,/G//RB,GBGBGBGB//G,/G,/G,/G/RBG/,/RB,GBGBGBGB"
-35.4901	"/G//G,/G,/G,/G//RB,GBGBGBGBGB//G,/G,/G,/G/RBG/,/RB,"
-36.1833	"/G//G,/G,/G,/G//RB,GBGBGBGBGB//G,/G,/G,/G/RBG/,/RB,GB"
-36.8764	"/G//G,/G,/G,/G//RB,GBGBGBGBGB//G,/G,/G,/G/RBG/,/RB,GBGB"
-36.1833	"/G//G,/G,/G,/G//RB,GBGBGBGBGBGB//G,/G,/G,/G/RBG/,/RB,"
-36.8764	"/G//G,/G,/G,/G//RB,GBGBGBGBGBGB//G,/G,/G,/G/RBG/,/RB,GB"
-37.5696	"/G//G,/G,/G,/G//RB,GBGBGBGBGBGB//G,/G,/G,/G/RBG/,/RB,GBGB"
-36.8764	"/G//G,/G,/G,/G//RB,GBGBGBGBGBGBGB//G,/G,/G,/G/RBG/,/RB,"
-31.6189	"/G//R,/G,/R,/G//RB,GB//R,/G,/R,/G/RBR/,/RB,"
-32.3121	"/G//R,/G,/R,/G//RB,GB//R,/G,/R,/G/RBR/,/RB,GB"
-33.0052	"/G//R,/G,/R,/G//RB,GB//R,/G,/R,/G/RBR/,/RB,GBGB"
-33.6984	"/G//R,/G,/R,/G//RB,GB//R,/G,/R,/G/RBR/,/RB,GBGBGB"
-34.3915	"/G//R,/G,/R,/G//RB,GB//R,/G,/R,/G/RBR/,/RB,GBGBGBGB"
-35.0846	"/G//R,/G,/R,/G//RB,GB//R,/G,/R,/G/RBR/,/RB,GBGBGBGBGB"
-35.7778	"/G//R,/G,/R,/G//RB,GB//R,/G,/R,/G/RBR/,/RB,GBGBGBGBGBGB"
-32.3121	"/G//R,/G,/R,/G//RB,GBGB//R,/G,/R,/G/RBR/,/RB,"
-33.0052	"/G//R,/G,/R,/G//RB,GBGB//R,/G,/R,/G/RBR/,/RB,GB"
-33.6984	"/G//R,/G,/R,/G//RB,GBGB//R,/G,/R,/G/RBR/,/RB,GBGB"
-34.3915	"/G//R,/G,/R,/G//RB,GBGB//R,/G,/R,/G/RBR/,/RB,GBGBGB"
-35.0846	"/G//R,/G,/R,/G//RB,GBGB//R,/G,/R,/G/RBR/,/RB,GBGBGBGB"
-35.7778	"/G//R,/G,/R,/G//RB,GBGB//R,/G,/R,/G/RBR/,/RB,GBGBGBGBGB"
-33.0052	"/G//R,/G,/R,/G//RB,GBGBGB//R,/G,/R,/G/RBR/,/RB,"
-33.6984	"/G//R,/G,/R,/G//RB,GBGBGB//R,/G,/R,/G/RBR/,/RB,GB"
-34.3915	"/G//R,/G,/R,/G//RB,GBGBGB//R,/G,/R,/G/RBR/,/RB,GBGB"
-35.0846	"/G//R,/G,/R,/G//RB,GBGBGB//R,/G,/R,/G/RBR/,/RB,GBGBGB"
-35.7778	"/G//R,/G,/R,/G//RB,GBGBGB//R,/G,/R,/G/RBR/,/RB,GBGBGBGB"
-33.6984	"/G//R,/G,/R,/G//RB,GBGBGBGB//R,/G,/R,/G/RBR/,/RB,"
-34.3915	"/G//R,/G,/R,/G//RB,GBGBGBGB//R,/G,/R,/G/RBR/,/RB,GB"
-35.0846	"/G//R,/G,/R,/G//RB,GBGBGBGB//R,/G,/R,/G/RBR/,/RB,GBGB"
-35.7778	"/G//R,/G,/R,/G//RB,GBGBGBGB//R,/G,/R,/G/RBR/,/RB,GBGBGB"
-36.4709	"/G//R,/G,/R,/G//RB,GBGBGBGB//R,/G,/R,/G/RBR/,/RB,GBGBGBGB"
-34.3915	"/G//R,/G,/R,/G//RB,GBGBGBGBGB//R,/G,/R,/G/RBR/,/RB,"
-35.0846	"/G//R,/G,/R,/G//RB,GBGBGBGBGB//R,/G,/R,/G/RBR/,/RB,GB"
-35.7778	"/G//R,/G,/R,/G//RB,GBGBGBGBGB//R,/G,/R,/G/RBR/,/RB,GBGB"
-35.0846	"/G//R,/G,/R,/G//RB,GBGBGBGBGBGB//R,/G,/R,/G/RBR/,/RB,"
-35.7778	"/G//R,/G,/R,/G//RB,GBGBGBGBGBGB//R,/G,/R,/G/RBR/,/RB,GB"
-36.4709	"/G//R,/G,/R,/G//RB,GBGBGBGBGBGB//R,/G,/R,/G/RBR/,/RB,GBGB"
-35.7778	"/G//R,/G,/R,/G//RB,GBGBGBGBGBGBGB//R,/G,/R,/G/RBR/,/RB,"
-30.9258	"/G/G/,/G,G/,/G//RB,GB/G/,/G,G/,/G/RB//,/RB,"
-31.6189	"/G/G/,/G,G/,/G//RB,GB/G/,/G,G/,/G/RB//,/RB,GB"
-32.3121	"/G/G/,/G,G/,/G//RB,GB/G/,/G,G/,/G/RB//,/RB,GBGB"
-33.0052	"/G/G/,/G,G/,/G//RB,GB/G/,/G,G/,/G/RB//,/RB,GBGBGB"
-33.6984	"/G/G/,/G,G/,/G//RB,GB/G/,/G,G/,/G/RB//,/RB,GBGBGBGB"
-34.3915	"/G/G/,/G,G/,/G//RB,GB/G/,/G,G/,/G/RB//,/RB,GBGBGBGBGB"
-35.0846	"/G/G/,/G,G/,/G//RB,GB/G/,/G,G/,/G/RB//,/RB,GBGBGBGBGBGB"
-31.6189	"/G/G/,/G,G/,/G//RB,GBGB/G/,/G,G/,/G/RB//,/RB,"
-32.3121	"/G/G/,/G,G/,/G//RB,GBGB/G/,/G,G/,/G/RB//,/RB,GB"
-33.0052	"/G/G/,/G,G/,/G//RB,GBGB/G/,/G,G/,/G/RB//,/RB,GBGB"
-33.6984	"/G/G/,/G,G/,/G//RB,GBGB/G/,/G,G/,/G/RB//,/RB,GBGBGB"
-34.3915	"/G/G/,/G,G/,/G//RB,GBGB/G/,/G,G/,/G/RB//,/RB,GBGBGBGB"
-35.0846	"/G/G/,/G,G/,/G//RB,GBGB/G/,/G,G/,/G/RB//,/RB,GBGBGBGBGB"
-32.3121	"/G/G/,/G,G/,/G//RB,GBGBGB/G/,/G,G/,/G/RB//,/RB,"
-33.0052	"/G/G/,/G,G/,/G//RB,GBGBGB/G/,/G,G/,/G/RB//,/RB,GB"
-33.6984	"/G/G/,/G,G/,/G//RB,GBGBGB/G/,/G,G/,/G/RB//,/RB,GBGB"
-34.3915	"/G/G/,/G,G/,/G//RB,GBGBGB/G/,/G,G/,/G/RB//,/RB,GBGBGB"
-35.0846	"/G/G/,/G,G/,/G//RB,GBGBGB/G/,/G,G/,/G/RB//,/RB,GBGBGBGB"
-33.0052	"/G/G/,/G,G/,/G//RB,GBGBGBGB/G/,/G,G/,/G/RB//,/RB,"
-33.6984	"/G/G/,/G,G/,/G//RB,GBGBGBGB/G/,/G,G/,/G/RB//,/RB,GB"
-34.3915	"/G/G/,/G,G/,/G//RB,GBGBGBGB/G/,/G,G/,/G/RB//,/RB,GBGB"
-35.0846	"/G/G/,/G,G/,/G//RB,GBGBGBGB/G/,/G,G/,/G/RB//,/RB,GBGBGB"
-35.7778	"/G/G/,/G,G/,/G//RB,GBGBGBGB/G/,/G,G/,/G/RB//,/RB,GBGBGBGB"
-33.6984	"/G/G/,/G,G/,/G//RB,GBGBGBGBGB/G/,/G,G/,/G/RB//,/RB,"
-34.3915	"/G/G/,/G,G/,/G//RB,GBGBGBGBGB/G/,/G,G/,/G/RB//,/RB,GB"
-35.0846	"/G/G/,/G,G/,/G//RB,GBGBGBGBGB/G/,/G,G/,/G/RB//,/RB,GBGB"
-34.3915	"/G/G/,/G,G/,/G//RB,GBGBGBGBGBGB/G/,/G,G/,/G/RB//,/RB,"
-35.0846	"/G/G/,/G,G/,/G//RB,GBGBGBGBGBGB/G/,/G,G/,/G/RB//,/RB,GB"
-35.7778	"/G/G/,/G,G/,/G//RB,GBGBGBGBGBGB/G/,/G,G/,/G/RB//,/RB,GBGB"
-35.0846	"/G/G/,/G,G/,/G//RB,GBGBGBGBGBGBGB/G/,/G,G/,/G/RB//,/RB,"
-31.3312	"/G/R/,/G,R/,/G//RB,GB/R/,/G,R/,/G/RB//,/RB,"
-32.0244	"/G/R/,/G,R/,/G//RB,GB/R/,/G,R/,/G/RB//,/RB,GB"
-32.7175	"/G/R/,/G,R/,/G//RB,GB/R/,/G,R/,/G/RB//,/RB,GBGB"
-33.4107	"/G/R/,/G,R/,/G//RB,GB/R/,/G,R/,/G/RB//,/RB,GBGBGB"
-34.1038	"/G/R/,/G,R/,/G//RB,GB/R/,/G,R/,/G/RB//,/RB,GBGBGBGB"
-34.797	"/G/R/,/G,R/,/G//RB,GB/R/,/G,R/,/G/RB//,/RB,GBGBGBGBGB"
-35.4901	"/G/R/,/G,R/,/G//RB,GB/R/,/G,R/,/G/RB//,/RB,GBGBGBGBGBGB"
-32.0244	"/G/R/,/G,R/,/G//RB,GBGB/R/,/G,R/,/G/RB//,/RB,"
-32.7175	"/G/R/,/G,R/,/G//RB,GBGB/R/,/G,R/,/G/RB//,/RB,GB"
-33.4107	"/G/R/,/G,R/,/G//RB,GBGB/R/,/G,R/,/G/RB//,/RB,GBGB"
-34.1038	"/G/R/,/G,R/,/G//RB,GBGB/R/,/G,R/,/G/RB//,/RB,GBGBGB"
-34.797	"/G/R/,/G,R/,/G//RB,GBGB/R/,/G,R/,/G/RB//,/RB,GBGBGBGB"
-35.4901	"/G/R/,/G,R/,/G//RB,GBGB/R/,/G,R/,/G/RB//,/RB,GBGBGBGBGB"
-32.7175	"/G/R/,/G,R/,/G//RB,GBGBGB/R/,/G,R/,/G/RB//,/RB,"
-33.4107	"/G/R/,/G,R/,/G//RB,GBGBGB/R/,/G,R/,/G/RB//,/RB,GB"
-34.1038	"/G/R/,/G,R/,/G//RB,GBGBGB/R/,/G,R/,/G/RB//,/RB,GBGB"
-34.797	"/G/R/,/G,R/,/G//RB,GBGBGB/R/,/G,R/,/G/RB//,/RB,GBGBGB"
-35.4901	"/G/R/,/G,R/,/G//RB,GBGBGB/R/,/G,R/,/G/RB//,/RB,GBGBGBGB"
-33.4107	"/G/R/,/G,R/,/G//RB,GBGBGBGB/R/,/G,R/,/G/RB//,/RB,"
-34.1038	"/G/R/,/G,R/,/G//RB,GBGBGBGB/R/,/G,R/,/G/RB//,/RB,GB"
-34.797	"/G/R/,/G,R/,/G//RB,GBGBGBGB/R/,/G,R/,/G/RB//,/RB,GBGB"
-35.4901	"/G/R/,/G,R/,/G//RB,GBGBGBGB/R/,/G,R/,/G/RB//,/RB,GBGBGB"
-36.1833	"/G/R/,/G,R/,/G//RB,GBGBGBGB/R/,/G,R/,/G/RB//,/RB,GBGBGBGB"
-34.1038	"/G/R/,/G,R/,/G//RB,GBGBGBGBGB/R/,/G,R/,/G/RB//,/RB,"
-34.797	"/G/R/,/G,R/,/G//RB,GBGBGBGBGB/R/,/G,R/,/G/RB//,/RB,GB"
-35.4901	"/G/R/,/G,R/,/G//RB,GBGBGBGBGB/R/,/G,R/,/G/RB//,/RB,GBGB"
-34.797	"/G/R/,/G,R/,/G//RB,GBGBGBGBGBGB/R/,/G,R/,/G/RB//,/RB,"
-35.4901	"/G/R/,/G,R/,/G//RB,GBGBGBGBGBGB/R/,/G,R/,/G/RB//,/RB,GB"
-36.1833	"/G/R/,/G,R/,/G//RB,GBGBGBGBGBGB/R/,/G,R/,/G/RB//,/RB,GBGB"
-35.4901	"/G/R/,/G,R/,/G//RB,GBGBGBGBGBGBGB/R/,/G,R/,/G/RB//,/RB,"
-32.8229	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,"
-33.516	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,GB"
-34.2092	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,GBGB"
-34.9023	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,GBGBGB"
-35.5955	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,GBGBGBGB"
-36.2886	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,GBGBGBGBGB"
-36.9818	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,GBGBGBGBGBGB"
-37.6749	"/R,/,/R//RB,GB//,/R,/,/R/RB,/,/RB,GBGBGBGBGBGBGB"
-33.516	"/R,/,/R//RB,GBGB//,/R,/,/R/RB,/,/RB,"
-34.2092	"/R,/,/R//RB,GBGB//,/R,/,/R/RB,/,/RB,GB"
-34.9023	"/R,/,/R//RB,GBGB//,/R,/,/R/RB,/,/RB,GBGB"
-35.5955	"/R,/,/R//RB,GBGB//,/R,/,/R/RB,/,/RB,GBGBGB"
-36.2886	"/R,/,/R//RB,GBGB//,/R,/,/R/RB,/,/RB,GBGBGBGB"
-36.9818	"/R,/,/R//RB,GBGB//,/R,/,/R/RB,/,/RB,GBGBGBGBGB"
-34.2092	"/R,/,/R//RB,GBGBGB//,/R,/,/R/RB,/,/RB,"
-34.9023	"/R,/,/R//RB,GBGBGB//,/R,/,/R/RB,/,/RB,GB"
-35.5955	"/R,/,/R//RB,GBGBGB//,/R,/,/R/RB,/,/RB,GBGB"
-36.2886	"/R,/,/R//RB,GBGBGB//,/R,/,/R/RB,/,/RB,GBGBGB"
-36.9818	"/R,/,/R//RB,GBGBGB//,/R,/,/R/RB,/,/RB,GBGBGBGB"
-37.6749	"/R,/,/R//RB,GBGBGB//,/R,/,/R/RB,/,/RB,GBGBGBGBGB"
-34.9023	"/R,/,/R//RB,GBGBGBGB//,/R,/,/R/RB,/,/RB,"
-35.5955	"/R,/,/R//RB,GBGBGBGB//,/R,/,/R/RB,/,/RB,GB"
-36.2886	"/R,/,/R//RB,GBGBGBGB//,/R,/,/R/RB,/,/RB,GBGB"
-36.9818	"/R,/,/R//RB,GBGBGBGB//,/R,/,/R/RB,/,/RB,GBGBGB"
-37.6749	"/R,/,/R//RB,GBGBGBGB//,/R,/,/R/RB,/,/RB,GBGBGBGB"
-35.5955	"/R,/,/R//RB,GBGBGBGBGB//,/R,/,/R/RB,/,/RB,"
-36.2886	"/R,/,/R//RB,GBGBGBGBGB//,/R,/,/R/RB,/,/RB,GB"
-36.9818	"/R,/,/R//RB,GBGBGBGBGB//,/R,/,/R/RB,/,/RB,GBGB"
-36.2886	"/R,/,/R//RB,GBGBGBGBGBGB//,/R,/,/R/RB,/,/RB,"
-36.9818	"/R,/,/R//RB,GBGBGBGBGBGB//,/R,/,/R/RB,/,/RB,GB"
-37.6749	"/R,/,/R//RB,GBGBGBGBGBGB//,/R,/,/R/RB,/,/RB,GBGB"
-36.9818	"/R,/,/R//RB,GBGBGBGBGBGBGB//,/R,/,/R/RB,/,/RB,"
-37.6749	"/R,/,/R//RB,GBGBGBGBGBGBGB//,/R,/,/R/RB,/,/RB,GB"
-37.6749	"/R,/,/R//RB,GBGBGBGBGBGBGBGB//,/R,/,/R/RB,/,/RB,"
-30.9258	"/R/B/,/R,B/,/R//RB,GB/B/,/R,B/,/R/RB//,/RB,"
-31.6189	"/R/B/,/R,B/,/R//RB,GB/B/,/R,B/,/R/RB//,/RB,GB"
-32.3121	"/R/B/,/R,B/,/R//RB,GB/B/,/R,B/,/R/RB//,/RB,GBGB"
-33.0052	"/R/B/,/R,B/,/R//RB,GB/B/,/R,B/,/R/RB//,/RB,GBGBGB"
-33.6984	"/R/B/,/R,B/,/R//RB,GB/B/,/R,B/,/R/RB//,/RB,GBGBGBGB"
-34.3915	"/R/B/,/R,B/,/R//RB,GB/B/,/R,B/,/R/RB//,/RB,GBGBGBGBGB"
-35.0846	"/R/B/,/R,B/,/R//RB,GB/B/,/R,B/,/R/RB//,/RB,GBGBGBGBGBGB"
-31.6189	"/R/B/,/R,B/,/R//RB,GBGB/B/,/R,B/,/R/RB//,/RB,"
-32.3121	"/R/B/,/R,B/,/R//RB,GBGB/B/,/R,B/,/R/RB//,/RB,GB"
-33.0052	"/R/B/,/R,B/,/R//RB,GBGB/B/,/R,B/,/R/RB//,/RB,GBGB"
-33.6984	"/R/B/,/R,B/,/R//RB,GBGB/B/,/R,B/,/R/RB//,/RB,GBGBGB"
-34.3915	"/R/B/,/R,B/,/R//RB,GBGB/B/,/R,B/,/R/RB//,/RB,GBGBGBGB"
-35.0846	"/R/B/,/R,B/,/R//RB,GBGB/B/,/R,B/,/R/RB//,/RB,GBGBGBGBGB"
-32.3121	"/R/B/,/R,B/,/R//RB,GBGBGB/B/,/R,B/,/R/RB//,/RB,"
-33.0052	"/R/B/,/R,B/,/R//RB,GBGBGB/B/,/R,B/,/R/RB//,/RB,GB"
-33.6984	"/R/B/,/R,B/,/R//RB,GBGBGB/B/,/R,B/,/R/RB//,/RB,GBGB"
-34.3915	"/R/B/,/R,B/,/R//RB,GBGBGB/B/,/R,B/,/R/RB//,/RB,GBGBGB"
-35.0846	"/R/B/,/R,B/,/R//RB,GBGBGB/B/,/R,B/,/R/RB//,/RB,GBGBGBGB"
-33.0052	"/R/B/,/R,B/,/R//RB,GBGBGBGB/B/,/R,B/,/R/RB//,/RB,"
-33.6984	"/R/B/,/R,B/,/R//RB,GBGBGBGB/B/,/R,B/,/R/RB//,/RB,GB"
-34.3915	"/R/B/,/R,B/,/R//RB,GBGBGBGB/B/,/R,B/,/R/RB//,/RB,GBGB"
-35.0846	"/R/B/,/R,B/,/R//RB,GBGBGBGB/B/,/R,B/,/R/RB//,/RB,GBGBGB"
-35.7778	"/R/B/,/R,B/,/R//RB,GBGBGBGB/B/,/R,B/,/R/RB//,/RB,GBGBGBGB"
-33.6984	"/R/B/,/R,B/,/R//RB,GBGBGBGBGB/B/,/R,B/,/R/RB//,/RB,"
-34.3915	"/R/B/,/R,B/,/R//RB,GBGBGBGBGB/B/,/R,B/,/R/RB//,/RB,GB"
-35.0846	"/R/B/,/R,B/,/R//RB,GBGBGBGBGB/B/,/R,B/,/R/RB//,/RB,GBGB"
-34.3915	"/R/B/,/R,B/,/R//RB,GBGBGBGBGBGB/B/,/R,B/,/R/RB//,/RB,"
-35.0846	"/R/B/,/R,B/,/R//RB,GBGBGBGBGBGB/B/,/R,B/,/R/RB//,/RB,GB"
-35.7778	"/R/B/,/R,B/,/R//RB,GBGBGBGBGBGB/B/,/R,B/,/R/RB//,/RB,GBGB"
-35.0846	"/R/B/,/R,B/,/R//RB,GBGBGBGBGBGBGB/B/,/R,B/,/R/RB//,/RB,"
-32.7175	"/R/R/,/R,R/,/R//RB,GB/R/,/R,R/,/R/RB//,/RB,"
-33.4107	"/R/R/,/R,R/,/R//RB,GB/R/,/R,R/,/R/RB//,/RB,GB"
-34.1038	"/R/R/,/R,R/,/R//RB,GB/R/,/R,R/,/R/RB//,/RB,GBGB"
-34.797	"/R/R/,/R,R/,/R//RB,GB/R/,/R,R/,/R/RB//,/RB,GBGBGB"
-35.4901	"/R/R/,/R,R/,/R//RB,GB/R/,/R,R/,/R/RB//,/RB,GBGBGBGB"
-36.1833	"/R/R/,/R,R/,/R//RB,GB/R/,/R,R/,/R/RB//,/RB,GBGBGBGBGB"
-36.8764	"/R/R/,/R,R/,/R//RB,GB/R/,/R,R/,/R/RB//,/RB,GBGBGBGBGBGB"
-33.4107	"/R/R/,/R,R/,/R//RB,GBGB/R/,/R,R/,/R/RB//,/RB,"
-34.1038	"/R/R/,/R,R/,/R//RB,GBGB/R/,/R,R/,/R/RB//,/RB,GB"
-34.797	"/R/R/,/R,R/,/R//RB,GBGB/R/,/R,R/,/R/RB//,/RB,GBGB"
-35.4901	"/R/R/,/R,R/,/R//RB,GBGB/R/,/R,R/,/R/RB//,/RB,GBGBGB"
-36.1833	"/R/R/,/R,R/,/R//RB,GBGB/R/,/R,R/,/R/RB//,/RB,GBGBGBGB"
-36.8764	"/R/R/,/R,R/,/R//RB,GBGB/R/,/R,R/,/R/RB//,/RB,GBGBGBGBGB"
-34.1038	"/R/R/,/R,R/,/R//RB,GBGBGB/R/,/R,R/,/R/RB//,/RB,"
-34.797	"/R/R/,/R,R/,/R//RB,GBGBGB/R/,/R,R/,/R/RB//,/RB,GB"
-35.4901	"/R/R/,/R,R/,/R//RB,GBGBGB/R/,/R,R/,/R/RB//,/RB,GBGB"
-36.1833	"/R/R/,/R,R/,/R//RB,GBGBGB/R/,/R,R/,/R/RB//,/RB,GBGBGB"
-36.8764	"/R/R/,/R,R/,/R//RB,GBGBGB/R/,/R,R/,/R/RB//,/RB,GBGBGBGB"
-34.797	"/R/R/,/R,R/,/R//RB,GBGBGBGB/R/,/R,R/,/R/RB//,/RB,"
-35.4901	"/R/R/,/R,R/,/R//RB,GBGBGBGB/R/,/R,R/,/R/RB//,/RB,GB"
-36.1833	"/R/R/,/R,R/,/R//RB,GBGBGBGB/R/,/R,R/,/R/RB//,/RB,GBGB"
-36.8764	"/R/R/,/R,R/,/R//RB,GBGBGBGB/R/,/R,R/,/R/RB//,/RB,GBGBGB"
-37.5696	"/R/R/,/R,R/,/R//RB,GBGBGBGB/R/,/R,R/,/R/RB//,/RB,GBGBGBGB"
-35.4901	"/R/R/,/R,R/,/R//RB,GBGBGBGBGB/R/,/R,R/,/R/RB//,/RB,"
-36.1833	"/R/R/,/R,R/,/R//RB,GBGBGBGBGB/R/,/R,R/,/R/RB//,/RB,GB"
-36.8764	"/R/R/,/R,R/,/R//RB,GBGBGBGBGB/R/,/R,R/,/R/RB//,/RB,GBGB"
-36.1833	"/R/R/,/R,R/,/R//RB,GBGBGBGBGBGB/R/,/R,R/,/R/RB//,/RB,"
-36.8764	"/R/R/,/R,R/,/R//RB,GBGBGBGBGBGB/R/,/R,R/,/R/RB//,/RB,GB"
-37.5696	"/R/R/,/R,R/,/R//RB,GBGBGBGBGBGB/R/,/R,R/,/R/RB//,/RB,GBGB"
-36.8764	"/R/R/,/R,R/,/R//RB,GBGBGBGBGBGBGB/R/,/R,R/,/R/RB//,/RB,"
-25.5012	"/RB,/,/RB,/,/RB,/,/RB,/,/RB,"
-26.1944	"/RB,/,/RB,/,/RB,/,/RB,/,/RB,GB"
-26.8875	"/RB,/,/RB,/,/RB,/,/RB,/,/RB,GBGB"
-27.5807	"/RB,/,/RB,/,/RB,/,/RB,/,/RB,GBGBGB"
-36.5197	"/RB,/,/RB,/,/RB,/,/RB,/,/RB,GBGBGBGB"
-26.1944	"/RB,/,/RB,/,/RB,/,/RB,GB/,/RB,"
-26.8875	"/RB,/,/RB,/,/RB,/,/RB,GB/,/RB,GB"
-27.5807	"/RB,/,/RB,/,/RB,/,/RB,GB/,/RB,GBGB"
-36.5197	"/RB,/,/RB,/,/RB,/,/RB,GB/,/RB,GBGBGB"
-26.8875	"/RB,/,/RB,/,/RB,/,/RB,GBGB/,/RB,"
-27.5807	"/RB,/,/RB,/,/RB,/,/RB,GBGB/,/RB,GB"
-27.5807	"/RB,/,/RB,/,/RB,/,/RB,GBGBGB/,/RB,"
-26.1944	"/RB,/,/RB,/,/RB,GB/,/RB,/,/RB,"
-26.8875	"/RB,/,/RB,/,/RB,GB/,/RB,/,/RB,GB"
-27.5807	"/RB,/,/RB,/,/RB,GB/,/RB,/,/RB,GBGB"
-26.8875	"/RB,/,/RB,/,/RB,GB/,/RB,GB/,/RB,"
-27.5807	"/RB,/,/RB,/,/RB,GB/,/RB,GB/,/RB,GB"
-27.5807	"/RB,/,/RB,/,/RB,GB/,/RB,GBGB/,/RB,"
-26.8875	"/RB,/,/RB,/,/RB,GBGB/,/RB,/,/RB,"
-27.5807	"/RB,/,/RB,/,/RB,GBGB/,/RB,/,/RB,GB"
-28.2741	"/RB,/,/RB,/,/RB,GBGB/,/RB,/,/RB,GBGB"
-27.5807	"/RB,/,/RB,/,/RB,GBGB/,/RB,GB/,/RB,"
-28.2741	"/RB,/,/RB,/,/RB,GBGB/,/RB,GBGB/,/RB,"
-27.5807	"/RB,/,/RB,/,/RB,GBGBGB/,/RB,/,/RB,"
-36.5197	"/RB,/,/RB,/,/RB,GBGBGB/,/RB,GB/,/RB,"
-36.5197	"/RB,/,/RB,/,/RB,GBGBGBGB/,/RB,/,/RB,"
-26.1944	"/RB,/,/RB,GB/,/RB,/,/RB,/,/RB,"
-26.8875	"/RB,/,/RB,GB/,/RB,/,/RB,/,/RB,GB"
