binli@binli-HP-Z420-Workstation:~/Desktop/BinCalGitDir/Fleet/Models/KidAlgo$ ./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --threads=4 --top=10000 --time=1h
-36.9818	"//,/,//RB,/,/RB,GBGB/,/RB,GBGBGB/,/RB,"
-36.2886	"//,/,//RB,/,/RB,GBGBGB/,/RB,GB/,/RB,"
-36.9818	"//,/,//RB,/,/RB,GBGBGB/,/RB,GB/,/RB,GB"
-37.6749	"//,/,//RB,/,/RB,GBGBGB/,/RB,GB/,/RB,GBGB"
-36.9818	"//,/,//RB,/,/RB,GBGBGB/,/RB,GBGB/,/RB,"
-36.9818	"//,/,//RB,/,/RB,GBGBGBGB/,/RB,GB/,/RB,"
-31.7243	"//,/,//RB,GB//,/,/,//RB,/,/RB,"
-32.4174	"//,/,//RB,GB//,/,/,//RB,/,/RB,GB"
-33.1106	"//,/,//RB,GB//,/,/,//RB,/,/RB,GBGB"
-33.8037	"//,/,//RB,GB//,/,/,//RB,/,/RB,GBGBGB"
-34.4969	"//,/,//RB,GB//,/,/,//RB,/,/RB,GBGBGBGB"
-35.19	"//,/,//RB,GB//,/,/,//RB,/,/RB,GBGBGBGBGB"
-35.8832	"//,/,//RB,GB//,/,/,//RB,/,/RB,GBGBGBGBGBGB"
-32.4174	"//,/,//RB,GBGB//,/,/,//RB,/,/RB,"
-33.1106	"//,/,//RB,GBGB//,/,/,//RB,/,/RB,GB"
-33.8037	"//,/,//RB,GBGB//,/,/,//RB,/,/RB,GBGB"
-34.4969	"//,/,//RB,GBGB//,/,/,//RB,/,/RB,GBGBGB"
-35.19	"//,/,//RB,GBGB//,/,/,//RB,/,/RB,GBGBGBGB"
-35.8832	"//,/,//RB,GBGB//,/,/,//RB,/,/RB,GBGBGBGBGB"
-33.1106	"//,/,//RB,GBGBGB//,/,/,//RB,/,/RB,"
-33.8037	"//,/,//RB,GBGBGB//,/,/,//RB,/,/RB,GB"
-34.4969	"//,/,//RB,GBGBGB//,/,/,//RB,/,/RB,GBGB"
-35.19	"//,/,//RB,GBGBGB//,/,/,//RB,/,/RB,GBGBGB"
-35.8832	"//,/,//RB,GBGBGB//,/,/,//RB,/,/RB,GBGBGBGB"
-33.8037	"//,/,//RB,GBGBGBGB//,/,/,//RB,/,/RB,"
-34.4969	"//,/,//RB,GBGBGBGB//,/,/,//RB,/,/RB,GB"
-35.19	"//,/,//RB,GBGBGBGB//,/,/,//RB,/,/RB,GBGB"
-35.8832	"//,/,//RB,GBGBGBGB//,/,/,//RB,/,/RB,GBGBGB"
-36.5763	"//,/,//RB,GBGBGBGB//,/,/,//RB,/,/RB,GBGBGBGB"
-34.4969	"//,/,//RB,GBGBGBGBGB//,/,/,//RB,/,/RB,"
-35.19	"//,/,//RB,GBGBGBGBGB//,/,/,//RB,/,/RB,GB"
-35.8832	"//,/,//RB,GBGBGBGBGB//,/,/,//RB,/,/RB,GBGB"
-35.19	"//,/,//RB,GBGBGBGBGBGB//,/,/,//RB,/,/RB,"
-35.8832	"//,/,//RB,GBGBGBGBGBGB//,/,/,//RB,/,/RB,GB"
-36.5763	"//,/,//RB,GBGBGBGBGBGB//,/,/,//RB,/,/RB,GBGB"
-35.8832	"//,/,//RB,GBGBGBGBGBGBGB//,/,/,//RB,/,/RB,"
-32.8229	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,"
-33.516	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,GB"
-34.2092	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,GBGB"
-34.9023	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,GBGBGB"
-35.5955	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,GBGBGBGB"
-36.2886	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,GBGBGBGBGB"
-36.9818	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,GBGBGBGBGBGB"
-37.6749	"///,B/,//RB,GB//,B/,/,B//RB,/,/RB,GBGBGBGBGBGBGB"
-33.516	"///,B/,//RB,GBGB//,B/,/,B//RB,/,/RB,"
-34.2092	"///,B/,//RB,GBGB//,B/,/,B//RB,/,/RB,GB"
-34.9023	"///,B/,//RB,GBGB//,B/,/,B//RB,/,/RB,GBGB"
-35.5955	"///,B/,//RB,GBGB//,B/,/,B//RB,/,/RB,GBGBGB"
-36.2886	"///,B/,//RB,GBGB//,B/,/,B//RB,/,/RB,GBGBGBGB"
-36.9818	"///,B/,//RB,GBGB//,B/,/,B//RB,/,/RB,GBGBGBGBGB"
-34.2092	"///,B/,//RB,GBGBGB//,B/,/,B//RB,/,/RB,"
-34.9023	"///,B/,//RB,GBGBGB//,B/,/,B//RB,/,/RB,GB"
-35.5955	"///,B/,//RB,GBGBGB//,B/,/,B//RB,/,/RB,GBGB"
-36.2886	"///,B/,//RB,GBGBGB//,B/,/,B//RB,/,/RB,GBGBGB"
-36.9818	"///,B/,//RB,GBGBGB//,B/,/,B//RB,/,/RB,GBGBGBGB"
-37.6749	"///,B/,//RB,GBGBGB//,B/,/,B//RB,/,/RB,GBGBGBGBGB"
-34.9023	"///,B/,//RB,GBGBGBGB//,B/,/,B//RB,/,/RB,"
-35.5955	"///,B/,//RB,GBGBGBGB//,B/,/,B//RB,/,/RB,GB"
-36.2886	"///,B/,//RB,GBGBGBGB//,B/,/,B//RB,/,/RB,GBGB"
-36.9818	"///,B/,//RB,GBGBGBGB//,B/,/,B//RB,/,/RB,GBGBGB"
-37.6749	"///,B/,//RB,GBGBGBGB//,B/,/,B//RB,/,/RB,GBGBGBGB"
-35.5955	"///,B/,//RB,GBGBGBGBGB//,B/,/,B//RB,/,/RB,"
-36.2886	"///,B/,//RB,GBGBGBGBGB//,B/,/,B//RB,/,/RB,GB"
-36.9818	"///,B/,//RB,GBGBGBGBGB//,B/,/,B//RB,/,/RB,GBGB"
-36.2886	"///,B/,//RB,GBGBGBGBGBGB//,B/,/,B//RB,/,/RB,"
-36.9818	"///,B/,//RB,GBGBGBGBGBGB//,B/,/,B//RB,/,/RB,GB"
-37.6749	"///,B/,//RB,GBGBGBGBGBGB//,B/,/,B//RB,/,/RB,GBGB"
-36.9818	"///,B/,//RB,GBGBGBGBGBGBGB//,B/,/,B//RB,/,/RB,"
-37.6749	"///,B/,//RB,GBGBGBGBGBGBGB//,B/,/,B//RB,/,/RB,GB"
-37.6749	"///,B/,//RB,GBGBGBGBGBGBGBGB//,B/,/,B//RB,/,/RB,"
-32.8229	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,"
-33.516	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,GB"
-34.2092	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,GBGB"
-34.9023	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,GBGBGB"
-35.5955	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,GBGBGBGB"
-36.2886	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,GBGBGBGBGB"
-36.9818	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,GBGBGBGBGBGB"
-37.6749	"///,G/,//RB,GB//,G/,/,G//RB,/,/RB,GBGBGBGBGBGBGB"
-33.516	"///,G/,//RB,GBGB//,G/,/,G//RB,/,/RB,"
-34.2092	"///,G/,//RB,GBGB//,G/,/,G//RB,/,/RB,GB"
-34.9023	"///,G/,//RB,GBGB//,G/,/,G//RB,/,/RB,GBGB"
-35.5955	"///,G/,//RB,GBGB//,G/,/,G//RB,/,/RB,GBGBGB"
-36.2886	"///,G/,//RB,GBGB//,G/,/,G//RB,/,/RB,GBGBGBGB"
-36.9818	"///,G/,//RB,GBGB//,G/,/,G//RB,/,/RB,GBGBGBGBGB"
-34.2092	"///,G/,//RB,GBGBGB//,G/,/,G//RB,/,/RB,"
-34.9023	"///,G/,//RB,GBGBGB//,G/,/,G//RB,/,/RB,GB"
-35.5955	"///,G/,//RB,GBGBGB//,G/,/,G//RB,/,/RB,GBGB"
-36.2886	"///,G/,//RB,GBGBGB//,G/,/,G//RB,/,/RB,GBGBGB"
-36.9818	"///,G/,//RB,GBGBGB//,G/,/,G//RB,/,/RB,GBGBGBGB"
-37.6749	"///,G/,//RB,GBGBGB//,G/,/,G//RB,/,/RB,GBGBGBGBGB"
-34.9023	"///,G/,//RB,GBGBGBGB//,G/,/,G//RB,/,/RB,"
-35.5955	"///,G/,//RB,GBGBGBGB//,G/,/,G//RB,/,/RB,GB"
-36.2886	"///,G/,//RB,GBGBGBGB//,G/,/,G//RB,/,/RB,GBGB"
-36.9818	"///,G/,//RB,GBGBGBGB//,G/,/,G//RB,/,/RB,GBGBGB"
-37.6749	"///,G/,//RB,GBGBGBGB//,G/,/,G//RB,/,/RB,GBGBGBGB"
-35.5955	"///,G/,//RB,GBGBGBGBGB//,G/,/,G//RB,/,/RB,"
-36.2886	"///,G/,//RB,GBGBGBGBGB//,G/,/,G//RB,/,/RB,GB"
-36.9818	"///,G/,//RB,GBGBGBGBGB//,G/,/,G//RB,/,/RB,GBGB"
-36.2886	"///,G/,//RB,GBGBGBGBGBGB//,G/,/,G//RB,/,/RB,"
-36.9818	"///,G/,//RB,GBGBGBGBGBGB//,G/,/,G//RB,/,/RB,GB"
-37.6749	"///,G/,//RB,GBGBGBGBGBGB//,G/,/,G//RB,/,/RB,GBGB"
-36.9818	"///,G/,//RB,GBGBGBGBGBGBGB//,G/,/,G//RB,/,/RB,"
-37.6749	"///,G/,//RB,GBGBGBGBGBGBGB//,G/,/,G//RB,/,/RB,GB"
-37.6749	"///,G/,//RB,GBGBGBGBGBGBGBGB//,G/,/,G//RB,/,/RB,"
-32.8229	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,"
-33.516	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,GB"
-34.2092	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,GBGB"
-34.9023	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,GBGBGB"
-35.5955	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,GBGBGBGB"
-36.2886	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,GBGBGBGBGB"
-36.9818	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,GBGBGBGBGBGB"
-37.6749	"///,R/,/,R///RB,GB/,/,R//RB,/,/RB,GBGBGBGBGBGBGB"
-33.516	"///,R/,/,R///RB,GBGB/,/,R//RB,/,/RB,"
-34.2092	"///,R/,/,R///RB,GBGB/,/,R//RB,/,/RB,GB"
-34.9023	"///,R/,/,R///RB,GBGB/,/,R//RB,/,/RB,GBGB"
-35.5955	"///,R/,/,R///RB,GBGB/,/,R//RB,/,/RB,GBGBGB"
-36.2886	"///,R/,/,R///RB,GBGB/,/,R//RB,/,/RB,GBGBGBGB"
-36.9818	"///,R/,/,R///RB,GBGB/,/,R//RB,/,/RB,GBGBGBGBGB"
-34.2092	"///,R/,/,R///RB,GBGBGB/,/,R//RB,/,/RB,"
-34.9023	"///,R/,/,R///RB,GBGBGB/,/,R//RB,/,/RB,GB"
-35.5955	"///,R/,/,R///RB,GBGBGB/,/,R//RB,/,/RB,GBGB"
-36.2886	"///,R/,/,R///RB,GBGBGB/,/,R//RB,/,/RB,GBGBGB"
-36.9818	"///,R/,/,R///RB,GBGBGB/,/,R//RB,/,/RB,GBGBGBGB"
-37.6749	"///,R/,/,R///RB,GBGBGB/,/,R//RB,/,/RB,GBGBGBGBGB"
-34.9023	"///,R/,/,R///RB,GBGBGBGB/,/,R//RB,/,/RB,"
-35.5955	"///,R/,/,R///RB,GBGBGBGB/,/,R//RB,/,/RB,GB"
-36.2886	"///,R/,/,R///RB,GBGBGBGB/,/,R//RB,/,/RB,GBGB"
-36.9818	"///,R/,/,R///RB,GBGBGBGB/,/,R//RB,/,/RB,GBGBGB"
-37.6749	"///,R/,/,R///RB,GBGBGBGB/,/,R//RB,/,/RB,GBGBGBGB"
-35.5955	"///,R/,/,R///RB,GBGBGBGBGB/,/,R//RB,/,/RB,"
-36.2886	"///,R/,/,R///RB,GBGBGBGBGB/,/,R//RB,/,/RB,GB"
-36.9818	"///,R/,/,R///RB,GBGBGBGBGB/,/,R//RB,/,/RB,GBGB"
-36.2886	"///,R/,/,R///RB,GBGBGBGBGBGB/,/,R//RB,/,/RB,"
-36.9818	"///,R/,/,R///RB,GBGBGBGBGBGB/,/,R//RB,/,/RB,GB"
-37.6749	"///,R/,/,R///RB,GBGBGBGBGBGB/,/,R//RB,/,/RB,GBGB"
-36.9818	"///,R/,/,R///RB,GBGBGBGBGBGBGB/,/,R//RB,/,/RB,"
-37.6749	"///,R/,/,R///RB,GBGBGBGBGBGBGB/,/,R//RB,/,/RB,GB"
-37.6749	"///,R/,/,R///RB,GBGBGBGBGBGBGBGB/,/,R//RB,/,/RB,"
-29.6662	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,"
-30.3594	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,GB"
-31.0525	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,GBGB"
-31.7457	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,GBGBGB"
-32.4388	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,GBGBGBGB"
-33.132	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,GBGBGBGBGB"
-33.8251	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,GBGBGBGBGBGB"
-35.1588	"///B,/,/B,///RB,GB//B,/,/B,//RBB/,/RB,GBGBGBGBGBGBGB"
-30.3594	"///B,/,/B,///RB,GBGB//B,/,/B,//RBB/,/RB,"
-31.0525	"///B,/,/B,///RB,GBGB//B,/,/B,//RBB/,/RB,GB"
-31.7457	"///B,/,/B,///RB,GBGB//B,/,/B,//RBB/,/RB,GBGB"
-32.4388	"///B,/,/B,///RB,GBGB//B,/,/B,//RBB/,/RB,GBGBGB"
-33.132	"///B,/,/B,///RB,GBGB//B,/,/B,//RBB/,/RB,GBGBGBGB"
-33.8251	"///B,/,/B,///RB,GBGB//B,/,/B,//RBB/,/RB,GBGBGBGBGB"
-31.0525	"///B,/,/B,///RB,GBGBGB//B,/,/B,//RBB/,/RB,"
-31.7457	"///B,/,/B,///RB,GBGBGB//B,/,/B,//RBB/,/RB,GB"
-32.4388	"///B,/,/B,///RB,GBGBGB//B,/,/B,//RBB/,/RB,GBGB"
-33.132	"///B,/,/B,///RB,GBGBGB//B,/,/B,//RBB/,/RB,GBGBGB"
-33.8251	"///B,/,/B,///RB,GBGBGB//B,/,/B,//RBB/,/RB,GBGBGBGB"
-35.1588	"///B,/,/B,///RB,GBGBGB//B,/,/B,//RBB/,/RB,GBGBGBGBGB"
-31.7457	"///B,/,/B,///RB,GBGBGBGB//B,/,/B,//RBB/,/RB,"
-32.4388	"///B,/,/B,///RB,GBGBGBGB//B,/,/B,//RBB/,/RB,GB"
-33.132	"///B,/,/B,///RB,GBGBGBGB//B,/,/B,//RBB/,/RB,GBGB"
-33.8251	"///B,/,/B,///RB,GBGBGBGB//B,/,/B,//RBB/,/RB,GBGBGB"
-34.5183	"///B,/,/B,///RB,GBGBGBGB//B,/,/B,//RBB/,/RB,GBGBGBGB"
-32.4388	"///B,/,/B,///RB,GBGBGBGBGB//B,/,/B,//RBB/,/RB,"
-33.132	"///B,/,/B,///RB,GBGBGBGBGB//B,/,/B,//RBB/,/RB,GB"
-33.8251	"///B,/,/B,///RB,GBGBGBGBGB//B,/,/B,//RBB/,/RB,GBGB"
-33.132	"///B,/,/B,///RB,GBGBGBGBGBGB//B,/,/B,//RBB/,/RB,"
-33.8251	"///B,/,/B,///RB,GBGBGBGBGBGB//B,/,/B,//RBB/,/RB,GB"
-34.5183	"///B,/,/B,///RB,GBGBGBGBGBGB//B,/,/B,//RBB/,/RB,GBGB"
-33.8251	"///B,/,/B,///RB,GBGBGBGBGBGBGB//B,/,/B,//RBB/,/RB,"
-35.1588	"///B,/,/B,///RB,GBGBGBGBGBGBGB//B,/,/B,//RBB/,/RB,GB"
-35.1588	"///B,/,/B,///RB,GBGBGBGBGBGBGBGB//B,/,/B,//RBB/,/RB,"
-29.9405	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,"
-30.6336	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,GB"
-31.3268	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,GBGB"
-32.0199	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,GBGBGB"
-32.7131	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,GBGBGBGB"
-33.4062	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,GBGBGBGBGB"
-34.0994	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,GBGBGBGBGBGB"
-35.2599	"///G,/,/G,///RB,GB//G,/,/G,//RBG/,/RB,GBGBGBGBGBGBGB"
-30.6336	"///G,/,/G,///RB,GBGB//G,/,/G,//RBG/,/RB,"
-31.3268	"///G,/,/G,///RB,GBGB//G,/,/G,//RBG/,/RB,GB"
-32.0199	"///G,/,/G,///RB,GBGB//G,/,/G,//RBG/,/RB,GBGB"
-32.7131	"///G,/,/G,///RB,GBGB//G,/,/G,//RBG/,/RB,GBGBGB"
-33.4062	"///G,/,/G,///RB,GBGB//G,/,/G,//RBG/,/RB,GBGBGBGB"
-34.0994	"///G,/,/G,///RB,GBGB//G,/,/G,//RBG/,/RB,GBGBGBGBGB"
-31.3268	"///G,/,/G,///RB,GBGBGB//G,/,/G,//RBG/,/RB,"
-32.0199	"///G,/,/G,///RB,GBGBGB//G,/,/G,//RBG/,/RB,GB"
-32.7131	"///G,/,/G,///RB,GBGBGB//G,/,/G,//RBG/,/RB,GBGB"
-33.4062	"///G,/,/G,///RB,GBGBGB//G,/,/G,//RBG/,/RB,GBGBGB"
-34.0994	"///G,/,/G,///RB,GBGBGB//G,/,/G,//RBG/,/RB,GBGBGBGB"
-35.2599	"///G,/,/G,///RB,GBGBGB//G,/,/G,//RBG/,/RB,GBGBGBGBGB"
-32.0199	"///G,/,/G,///RB,GBGBGBGB//G,/,/G,//RBG/,/RB,"
-32.7131	"///G,/,/G,///RB,GBGBGBGB//G,/,/G,//RBG/,/RB,GB"
-33.4062	"///G,/,/G,///RB,GBGBGBGB//G,/,/G,//RBG/,/RB,GBGB"
-34.0994	"///G,/,/G,///RB,GBGBGBGB//G,/,/G,//RBG/,/RB,GBGBGB"
-34.7925	"///G,/,/G,///RB,GBGBGBGB//G,/,/G,//RBG/,/RB,GBGBGBGB"
-32.7131	"///G,/,/G,///RB,GBGBGBGBGB//G,/,/G,//RBG/,/RB,"
-33.4062	"///G,/,/G,///RB,GBGBGBGBGB//G,/,/G,//RBG/,/RB,GB"
-34.0994	"///G,/,/G,///RB,GBGBGBGBGB//G,/,/G,//RBG/,/RB,GBGB"
-33.4062	"///G,/,/G,///RB,GBGBGBGBGBGB//G,/,/G,//RBG/,/RB,"
-34.0994	"///G,/,/G,///RB,GBGBGBGBGBGB//G,/,/G,//RBG/,/RB,GB"
-34.7925	"///G,/,/G,///RB,GBGBGBGBGBGB//G,/,/G,//RBG/,/RB,GBGB"
-34.0994	"///G,/,/G,///RB,GBGBGBGBGBGBGB//G,/,/G,//RBG/,/RB,"
-35.2599	"///G,/,/G,///RB,GBGBGBGBGBGBGB//G,/,/G,//RBG/,/RB,GB"
-35.2599	"///G,/,/G,///RB,GBGBGBGBGBGBGBGB//G,/,/G,//RBG/,/RB,"
-29.7693	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,"
-30.4625	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,GB"
-31.1556	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,GBGB"
-31.8488	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,GBGBGB"
-32.5419	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,GBGBGBGB"
-33.2351	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,GBGBGBGBGB"
-33.9282	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,GBGBGBGBGBGB"
-35.2599	"///R,/,/R,///RB,GB//R,/,/R,//RBR/,/RB,GBGBGBGBGBGBGB"
-30.4625	"///R,/,/R,///RB,GBGB//R,/,/R,//RBR/,/RB,"
-31.1556	"///R,/,/R,///RB,GBGB//R,/,/R,//RBR/,/RB,GB"
-31.8488	"///R,/,/R,///RB,GBGB//R,/,/R,//RBR/,/RB,GBGB"
-32.5419	"///R,/,/R,///RB,GBGB//R,/,/R,//RBR/,/RB,GBGBGB"
-33.2351	"///R,/,/R,///RB,GBGB//R,/,/R,//RBR/,/RB,GBGBGBGB"
-33.9282	"///R,/,/R,///RB,GBGB//R,/,/R,//RBR/,/RB,GBGBGBGBGB"
-31.1556	"///R,/,/R,///RB,GBGBGB//R,/,/R,//RBR/,/RB,"
-31.8488	"///R,/,/R,///RB,GBGBGB//R,/,/R,//RBR/,/RB,GB"
-32.5419	"///R,/,/R,///RB,GBGBGB//R,/,/R,//RBR/,/RB,GBGB"
-33.2351	"///R,/,/R,///RB,GBGBGB//R,/,/R,//RBR/,/RB,GBGBGB"
-33.9282	"///R,/,/R,///RB,GBGBGB//R,/,/R,//RBR/,/RB,GBGBGBGB"
-35.2599	"///R,/,/R,///RB,GBGBGB//R,/,/R,//RBR/,/RB,GBGBGBGBGB"
-31.8488	"///R,/,/R,///RB,GBGBGBGB//R,/,/R,//RBR/,/RB,"
-32.5419	"///R,/,/R,///RB,GBGBGBGB//R,/,/R,//RBR/,/RB,GB"
-33.2351	"///R,/,/R,///RB,GBGBGBGB//R,/,/R,//RBR/,/RB,GBGB"
-33.9282	"///R,/,/R,///RB,GBGBGBGB//R,/,/R,//RBR/,/RB,GBGBGB"
-34.6214	"///R,/,/R,///RB,GBGBGBGB//R,/,/R,//RBR/,/RB,GBGBGBGB"
-32.5419	"///R,/,/R,///RB,GBGBGBGBGB//R,/,/R,//RBR/,/RB,"
-33.2351	"///R,/,/R,///RB,GBGBGBGBGB//R,/,/R,//RBR/,/RB,GB"
-33.9282	"///R,/,/R,///RB,GBGBGBGBGB//R,/,/R,//RBR/,/RB,GBGB"
-33.2351	"///R,/,/R,///RB,GBGBGBGBGBGB//R,/,/R,//RBR/,/RB,"
-33.9282	"///R,/,/R,///RB,GBGBGBGBGBGB//R,/,/R,//RBR/,/RB,GB"
-34.6214	"///R,/,/R,///RB,GBGBGBGBGBGB//R,/,/R,//RBR/,/RB,GBGB"
-33.9282	"///R,/,/R,///RB,GBGBGBGBGBGBGB//R,/,/R,//RBR/,/RB,"
-35.2599	"///R,/,/R,///RB,GBGBGBGBGBGBGB//R,/,/R,//RBR/,/RB,GB"
-35.2599	"///R,/,/R,///RB,GBGBGBGBGBGBGBGB//R,/,/R,//RBR/,/RB,"
-30.1526	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,"
-30.8457	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,GB"
-31.5389	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,GBGB"
-32.232	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,GBGBGB"
-32.9252	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,GBGBGBGB"
-33.6183	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,GBGBGBGBGB"
-34.3115	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,GBGBGBGBGBGB"
-35.3723	"//B/,/,B/,///RB,GB/B/,/,B/,//RB//,/RB,GBGBGBGBGBGBGB"
-32.8229	"//B/,/,B/,///RB,GB/B/,/,B/,//RBB/,/RB,"
-33.516	"//B/,/,B/,///RB,GB/B/,/,B/,//RBB/,/RB,GB"
-34.2092	"//B/,/,B/,///RB,GB/B/,/,B/,//RBB/,/RB,GBGB"
-34.9023	"//B/,/,B/,///RB,GB/B/,/,B/,//RBB/,/RB,GBGBGB"
-35.5955	"//B/,/,B/,///RB,GB/B/,/,B/,//RBB/,/RB,GBGBGBGB"
-36.2886	"//B/,/,B/,///RB,GB/B/,/,B/,//RBB/,/RB,GBGBGBGBGB"
-36.9818	"//B/,/,B/,///RB,GB/B/,/,B/,//RBB/,/RB,GBGBGBGBGBGB"
-30.8457	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RB//,/RB,"
-31.5389	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RB//,/RB,GB"
-32.232	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RB//,/RB,GBGB"
-32.9252	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RB//,/RB,GBGBGB"
-33.6183	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RB//,/RB,GBGBGBGB"
-34.3115	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RB//,/RB,GBGBGBGBGB"
-33.516	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RBB/,/RB,"
-34.2092	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RBB/,/RB,GB"
-34.9023	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RBB/,/RB,GBGB"
-35.5955	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RBB/,/RB,GBGBGB"
-36.2886	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RBB/,/RB,GBGBGBGB"
-36.9818	"//B/,/,B/,///RB,GBGB/B/,/,B/,//RBB/,/RB,GBGBGBGBGB"
-31.5389	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RB//,/RB,"
-32.232	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RB//,/RB,GB"
-32.9252	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RB//,/RB,GBGB"
-33.6183	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RB//,/RB,GBGBGB"
-34.3115	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RB//,/RB,GBGBGBGB"
-35.3723	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RB//,/RB,GBGBGBGBGB"
-34.2092	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RBB/,/RB,"
-34.9023	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RBB/,/RB,GB"
-35.5955	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RBB/,/RB,GBGB"
-36.2886	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RBB/,/RB,GBGBGB"
-36.9818	"//B/,/,B/,///RB,GBGBGB/B/,/,B/,//RBB/,/RB,GBGBGBGB"
-32.232	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RB//,/RB,"
-32.9252	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RB//,/RB,GB"
-33.6183	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RB//,/RB,GBGB"
-34.3115	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RB//,/RB,GBGBGB"
-35.0046	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RB//,/RB,GBGBGBGB"
-34.9023	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RBB/,/RB,"
-35.5955	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RBB/,/RB,GB"
-36.2886	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RBB/,/RB,GBGB"
-36.9818	"//B/,/,B/,///RB,GBGBGBGB/B/,/,B/,//RBB/,/RB,GBGBGB"
